Date,Headlines,Author,Tag Text,True_Label
2018-04-14,"Mom charged with killing sons in 'voodoo ritual' sought fame, fortune",New York Post,Prosecutors say Sanders' has also urged family members to give interviewswhile she is being held without bail. Sanders previously told officers shestabbed 8-year-old Edson Brito and 5-year-old La'son Brito in theirapartment as part of a failed Voodoo ritual. The elder boy had been stabbedat least 70 ...,
2018-04-14,Ritual Remains Retrieved From Rubbish,Harvard Crimson,"Several animal heads discovered in a trash can on Church St. on March 31appear to have been used in a religious ritual and are not beinginvestigated as a crime, according to the Cambridge Police Department.According to the official Cambridge police report, three boxes containingthree pig heads, ...",
2018-04-14,Michael Fishman reveals 'Roseanne' cast's ritual honoring late actor Glenn,Quinn,"Today.comThis post contains a ""Roseanne"" spoiler! If you haven't seen this week'sepisode, read no further. Late actor Glenn Quinn may not physically be apart of the ""Roseanne"" revival, but his memory is alive — and cherished — onthe show's set. Michael Fishman, who plays D.J. Conner on the hit comedy,...",
2018-04-14,My 40-Day Love Ritual Didn't Go As Expected — & That's A Good Thing,Elite Daily,"Instead of cutting off my hair or booking a spontaneous trip to Thailand, Iwound up diving head-first into the ultimate in woo-woo spiritualism:rituals involving crystals. But let's back up. I was first introduced tocrystal expert Heather Askinoise via her jewelry company Energy Muse, whichsells a wide ...",
2018-04-14,Bengalureans are making extended family holidays an annual ritual,Economic Times,"Getting the extended family together for a holiday is an annual ritual forthe Khoslas. In the past two years, he has organised similar trips toPortugal, Budapest and Sri Lanka. “We don't live with our parents. Memberslive in different cities. Reunion holidays are a fabulous way to keep thefamily bond ...",
2018-04-14,"Bedtime Ritual Improves Sleep, Keeps Hospital Rooms Quiet",Medscape,"ORLANDO — A nonpharmacologic intervention that promotes both sleep andquieter hospital rooms is effective, new research from the Sleep Hygiene inthe Hospital Project (SHH!) shows. The protocol can be replicated easily, atnext to no cost, said lead researcher Michael Herscher, MD, from the ...",
2018-04-14,Mets fan Jerry Seinfeld has a nickname for Todd Frazier's batting ritual,MLB.com,"When Todd Frazier signed with the Mets, he probably realized that he wouldhave to get used to some new things. Most of those thoughts were probablydevoted to hitting at Citi Field and commuting to Flushing, but what Fraziermight not have realized is that Jerry Seinfeld would be watching his games.",
2018-04-14,Poland's Kaczynski ends monthly air crash ritual in memory of twin,Financial Times,"For most of the eight years since an aircraft carrying Poland's presidentLech Kaczynski ploughed into the ground near Smolensk in April 2010, histwin Jaroslaw has led monthly marches to mark the catastrophe. On Tuesday,the ritual will take place for the final time. In the intervening years, the...",
2018-04-14,'Christ was the first exorcist': priest reports rising demand for the ritual,The Guardian,"Father Cesar Truqui has never seen a person levitate, but he knows anotherpriest who has. In his decade working as a Roman Catholic exorcist,expelling demons from individuals who he believes are possessed or vexed bythe devil, the Mexican priest says the oddest thing he witnessed was the ...",
2018-04-21,"Mantsoe confessed to blood ritual with Mokoena, court told",Eyewitness News,JOHANNESBURG - A police officer testifying in Sandile Mantsoe's murdertrial has told the court in that the accused confessed to performing a bloodritual with Karabo Mokoena in a bid to boost his business. Constable HelenMahwete is testifying in the case on the fourth day of trial in the SouthGauteng ...,
2018-04-21,"4/20 ritual was a mellow affair in SF, but kind of a bummer in Santa Cruz",The Mercury News,"McKenzie Gibson from Sacramento puts on her recently purchased marijuanaleaf bandana as her and her friends relax in the sun on ""Hippie Hill,"" inGolden Gate Park in San Francisco, Calif., on Friday, April 20, 2018.Hundreds participate in the first 420 celebration since Californian's passedProp.",
2018-04-21,4 plead not guilty in drinking death of frat pledge after hazing ritual,New York Post,"But witnesses said Naquin singled out Gruver during a hazing ritualinvolving 18 to 20 pledges, and forced him to drink more than the others thenight before his death, according to a police report. Naquin targeted Gruverbecause he was frequently late for events and forced him to drink because hewas ...",
2018-04-21,Abe sends ritual offering to war-linked Yasukuni on first day of spring festival,The Japan Times,"Prime Minister Shinzo Abe sent a ritual offering to Tokyo's war-linkedYasukuni Shrine on Saturday, the first day of its annual spring festival,shrine officials said. Given the masakaki (sacred tree) offering made asprime minister, an apparent appeal to his conservative base, Abe is expectedto avoid ...",
2018-04-21,New Jewish ritual bath mikvah fosters connection to nature and God,The Columbus Dispatch,"Submerging oneself in a pool of natural water is a long-standing Jewishtradition, and it's one that is getting a modern twist in Columbus. For thepast few years, a board of Jewish community members has been working onfunding and constructing a mikvah, or ritual bath, in central Ohio. Now, thebath ...",
2018-04-21,Laurie Metcalf Reveals Her Pre-Show Ritual for Three Tall Women,Playbill.com,"Laurie Metcalf visited daytime hosts Kelly Rippa and Ryan Seacrest to talkabout her whirlwind year—earning an Oscar nod for Lady Bird, returning toher Emmy-winning role with the reboot of Roseanne, and coming back toBroadway in Three Tall Women.",
2018-04-21,"Premiere: Deadcrow Adds ""Icefire"" To Liquid Ritual's Already Impressive",Canon,"ComplexAdding to the already impressive pool of releases from Liquid Ritual(brainchild of London producer Jude ""Kareful"" Leigh-Kaufman, Portsmouth DJand producer Guy ""LTHL"" Barlow, and their friend Oskar Barczak) is the newoffering from Deadcrow entitled ""Icefire"". Best known for his emotive anddark ...",
2018-04-21,Batu's flower bath ritual preceding circumcision,Jakarta Post,"The event was also held to celebrate the Ascension Day of Prophet Muhammad,which fell on Saturday. Ulul Azmi, principal of MI Darul Ulum, said thisyear's event was imbued with local traditions, instead of the usual paradeon horse-drawn carriages. Local residents' ritual of Jamasan Sukmo Pusoko...",
2018-04-21,My Gay Exorcism: LGBTQ activist undergoes religious ritual in Moldova for new documentary,The Calvert Journal,"When documentary maker and activist Nikolas Jovčić-Sas agreed to undergo anexorcism to purge the “demons” that made him gay, he took a step into theunknown. All he knew about the ritual, carried out in a remote monastery inthe mountains of Moldova, was that it involved a knife. Paraded in front ...",
2018-04-21,"Did ancient Mesopotamians get high? Near Eastern rituals may have included opium, cannabis",Science Magazine,"For example, “hard scientific evidence” shows that ancient people extractedopium from poppies, says David Collard, senior archaeologist at Jacobs, anengineering firm in Melbourne, Australia, who found signs of ritual opiumuse on Cyprus dating back more than 3000 years. By then, drugs like ...",
2018-04-28,Fan survey wants your input on Bloodstained: Ritual of the Night,Destructoid,"The beat goes on in studio Koji Igarashi, as his team sink their fans intothe development of not-Castlevania-but-it-is-really adventure titleBloodstained: Ritual of the Night. A new survey has been released to garnerfan feedback on the game's Kickstarter, social media skills, and future DLCoptions.",
2018-04-28,A Pink Moon ritual that will help you shed all the bad shit that's clogging your soul,HelloGiggles,"But as they say: out with the old, in with the new. With this meditationand ritual, we'll be able to see what we need to release to welcome in a newchapter.",
2018-04-28,The secrets of engineering's strange and mysterious initiation ritual,TVO,"Herbert Edward Terrick Haultain, an engineering professor at the Universityof Toronto, first proposed the idea of an initiation ritual while attendinga meeting of the Engineering Institute of Canada, in Montreal, in 1922. InAugust 1907, a cantilevered bridge under construction near Quebec Citycollapsed, ...",
2018-04-28,The April 24 Ritual – Rana Plaza's Unfinished Legacy,Human Rights Watch,"2013 Reuters Every year on April 24, I browse through a poignant onlinememorial for garment workers who died in 2013 in the Rana Plaza buildingcollapse in Bangladesh. The website is a collection of national IDs,passport-size and other photos—a man posing with a phone, a woman against a...",
2018-04-28,"The Black Dahlia Murder: 'Everblack', 'Ritual', 'Unhallowed'",Unknown,"The Black Dahlia Murder: 'Everblack', 'Ritual', 'Unhallowed' LP re-issuesnow available via Metal Blade Records. - April 24th, 2018 –. New “Kings OfThe Night World” video launched. On May 18th, The Black Dahlia Murder willrelease exclusive, limited LP re-issues of Everblack, Ritual, and Unhallowed...",
2018-04-28,Ritual Gym's 30-Minute Workout Promises Results on a Tight Schedule,Organic Authority,"Personal Trainer and Ritual Gym Co-Founder Ian Tan promises, “We've takenaway all the excuses for not going to the gym. All you need to do is find ahalf an hour in your day and show up.” Recognizing a need for progress andinnovation in a fitness industry they saw as lagging behind, Tan and ...",
2018-04-28,Korean summit: Welcoming Kim Jong-un with pomp and peace rituals,BBC News,How do you welcome a North Korean leader who just months ago wasthreatening your country? With lots of elaborate pomp and a series ofsymbolic rituals. 8h ago. Share this with Facebook · Share this with Twitter· Share this with Messenger · Share this with Messenger · Share this withEmail; Share.,
2018-04-28,Peru Unearths Evidence of Ancient Mass Child Sacrifice Ritual,teleSUR tv HTTPS (press release) (blog),"The National Geographic team of experts, led by Peruvian explorer GabrielPrieto, reports that the children were aged between eight and 12 and buriedfacing the sea, while the llamas were all less than 18 months old and facedthe Andes. ""It is ritual killing, and it's very systematic,"" said JohnVerano, ...",
2018-04-28,Is the hen party ritual past its sell-by-date?,Her.ie,"As well as this, a considerable 40 percent say they will actively turninvitations to stags and hens down, while one in three admitted to hopingthe whole ritual just 'dies out'. Fair enough, like. As far as traditionsgo, the hen party has actually been around for a while. Back in 1897, TheDeseret News noted ...",
2018-04-28,"In 'Wendy's Shabbat,' a group of octogenarians celebrate ritual over french fries and Frostys",Mic,"One lasting tradition recognized by even the most casually observant Jewishperson is Friday night Shabbat dinner. There's really no right or wrong wayto go about it: The meal typically involves lit candles, a couple ofprayers, comfort food and sometimes wine. Shabbat is really about who you'reeating ...",
2018-05-05,"Karnataka Elections 2018: Siddaramaiah, disdainful of religious ritual, is the odd man out at home",Moneycontrol.com,"M Gautham Machaiah. Karnataka chief minister Siddaramaiah's disdain forreligious rituals and ceremonies is well known, but not many are aware thathe lives in a household where every single member of the family is deeplyspiritual, with poojas and homas being the order of the day. Siddaramaiah...",
2018-05-05,A Ritual to Activate Alchemy at the Full Pink Moon in Scorpio,Unknown,"In order to elevate to bliss, we must also be in touch with our deepsadness; in order to feel true love, we must be willing to risk heartbreak.Neither emotion is better or worse; they simply coexist as a pair. SinceScorpio is the sign that rules revenge, this ritual is a bit of an“exorcism,” allowing us to release ...",
2018-05-05,This May Day ritual will give you a much-needed dose of love magic,HelloGiggles,"Even though your May Day might look different from others' depending onwhere you are in the world, everyone's May Day is connected at theritualistic pagan root. The holiday was originally celebrated by the ancientCelts in the British Isles, according to History.com, and was calledBeltane.",
2018-05-05,Chinese science institute employees sacked over Taoist ritual at building site,South China Morning Post,Two employees from a government-backed scientific institute have beensacked and come under Communist Party investigation after a Taoist ritualwas performed during a groundbreaking ceremony for a building in westernChina. The ritual took place at the construction site of the ShanghaiInstitute of ...,
2018-05-05,Mating Ritual Invites Us to Turn it All Off For a Moment With 'Stop Making,Sense': Premiere,"BillboardLos Angeles-based indie pop duo Mating Ritual (brothers Ryan and TaylorLawhon) is gearing up to release their sophomore album Light Myself On Firethis Friday (May 4). First, they're giving fans an early listen of the track""Stop Making Sense,” premiering exclusively on Billboard. “'Stop Making ...",
2018-05-05,Collective ritual and social support networks in rural South India,Unknown,"Collective ritual and social support networks in rural South India. Power,Eleanor A. (2018) Collective ritual and social support networks in ruralSouth India. Proceedings of the Royal Society B: Biological Sciences. ISSN0962-8452 (In Press) ...",
2018-05-05,2 Chinese nuclear scientists suspended for failing to stop 'pseudo-scientific' Taoist ritual,AsiaOne,The Chinese Academy of Sciences announced on Monday that it had suspendedtwo scientists who were present during a Taoist ritual－meant to conveyblessings of safety and success－at the groundbreaking ceremony for itsadvanced nuclear facility in Gansu province on Thursday. The academy ...,
2018-05-05,Staff sacked in China for Taoist ritual on building site,GCR,Two employees of a science institute have been fired and placed underinvestigation in China after a Taoist ritual was performed during aconstruction groundbreaking ceremony in Gansu province. The ritual to ridthe site of evil took place at the construction site of the ShanghaiInstitute of Applied ...,
2018-05-05,LAFC introduce falcon as Banc of California Stadium pregame ritual,MLSsoccer.com,"“These falcons are fierce, fearless, regal and strong,” said club presidentTom Penn. “It's our gameday ritual.” During the open house at the newlycompleted ground last week, Penn used halftime of LAFC's televised matchagainst Montreal to introduce Olly the falcon to a crowd of severalthousand.",
2018-05-05,Satanic Ritual Abuse and the Power of God with Brother Neal,Unknown,"This week on Discovering the Truth with Dan Duval prepare to meet BrotherNeal Thornburgh. He is the Discipleship Pastor his church, and has beenworking to minister deliverance for over three decades. In his work he hashelped a number of survivors of satanic ritual abuse. He brings a tremendous...",
2018-05-05,Space Ritual: Dave Brock Of Hawkwind Interviewed,The Quietus,"You need a magnifying glass on a CD. The writing is so small, you think,'What the fuck does that say?' The Hawkwind artwork was always spectacular.The space log in X In Search Of Space and the way that Space Ritual foldedout and then kept folding out. Was it Calvert who drove that side of things?",
