Date,Headlines,Author,Tag Text,True_Label,Vader_Headlines_sentiment_score,Vader_Headlines_compound_score,Vader_Tag Text_sentiment_score,Vader_Tag Text_compound_score,Vader_Headlines_Predicted_Label,Vader_Tag Text_Predicted_Label
07/04/2018,Archbishop condemns ritual killing of children in Senegal,Crux: Covering all things Catholic,"The phenomenon is not specific to Senegal alone. Ritual killings have beenreported in several other African countries, including Uganda, Liberia,Ivory Coast, Cameroon and South Africa. Those who practice human sacrificeand ritual killings believe them to be acts of spiritual fortification.Witch doctors ...",negative,"{'neg': 0.562, 'neu': 0.438, 'pos': 0.0, 'compound': -0.8271}",-0.8271,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.9001}",-0.9001,negative,negative
14/04/2018,"Mom charged with killing sons in 'voodoo ritual' sought fame, fortune",New York Post,Prosecutors say Sanders' has also urged family members to give interviewswhile she is being held without bail. Sanders previously told officers shestabbed 8-year-old Edson Brito and 5-year-old La'son Brito in theirapartment as part of a failed Voodoo ritual. The elder boy had been stabbedat least 70 ...,negative,"{'neg': 0.363, 'neu': 0.468, 'pos': 0.17, 'compound': -0.5106}",-0.5106,"{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative,negative
14/04/2018,"Bedtime Ritual Improves Sleep, Keeps Hospital Rooms Quiet",Medscape,"ORLANDO ?? A nonpharmacologic intervention that promotes both sleep andquieter hospital rooms is effective, new research from the Sleep Hygiene inthe Hospital Project (SHH!) shows. The protocol can be replicated easily, atnext to no cost, said lead researcher Michael Herscher, MD, from the ...",positive,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.4215,"{'neg': 0.043, 'neu': 0.788, 'pos': 0.169, 'compound': 0.747}",0.747,positive,positive
14/04/2018,Poland's Kaczynski ends monthly air crash ritual in memory of twin,Financial Times,"For most of the eight years since an aircraft carrying Poland's presidentLech Kaczynski ploughed into the ground near Smolensk in April 2010, histwin Jaroslaw has led monthly marches to mark the catastrophe. On Tuesday,the ritual will take place for the final time. In the intervening years, the...",negative,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}",-0.4019,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.6597}",-0.6597,negative,negative
21/04/2018,"Mantsoe confessed to blood ritual with Mokoena, court told",Eyewitness News,JOHANNESBURG - A police officer testifying in Sandile Mantsoe's murdertrial has told the court in that the accused confessed to performing a bloodritual with Karabo Mokoena in a bid to boost his business. Constable HelenMahwete is testifying in the case on the fourth day of trial in the SouthGauteng ...,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.042, 'neu': 0.907, 'pos': 0.051, 'compound': 0.128}",0.128,positive,positive
21/04/2018,4 plead not guilty in drinking death of frat pledge after hazing ritual,New York Post,"But witnesses said Naquin singled out Gruver during a hazing ritualinvolving 18 to 20 pledges, and forced him to drink more than the others thenight before his death, according to a police report. Naquin targeted Gruverbecause he was frequently late for events and forced him to drink because hewas ...",negative,"{'neg': 0.226, 'neu': 0.638, 'pos': 0.135, 'compound': -0.3753}",-0.3753,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.9366}",-0.9366,negative,negative
21/04/2018,New Jewish ritual bath mikvah fosters connection to nature and God,The Columbus Dispatch,"Submerging oneself in a pool of natural water is a long-standing Jewishtradition, and it's one that is getting a modern twist in Columbus. For thepast few years, a board of Jewish community members has been working onfunding and constructing a mikvah, or ritual bath, in central Ohio. Now, thebath ...",positive,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",0.2732,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.3612}",0.3612,positive,positive
28/04/2018,A Pink Moon ritual that will help you shed all the bad shit that's clogging your soul,HelloGiggles,"But as they say: out with the old, in with the new. With this meditationand ritual, we'll be able to see what we need to release to welcome in a newchapter.",positive,"{'neg': 0.298, 'neu': 0.588, 'pos': 0.113, 'compound': -0.6597}",-0.6597,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.6124}",0.6124,negative,positive
28/04/2018,Korean summit: Welcoming Kim Jong-un with pomp and peace rituals,BBC News,How do you welcome a North Korean leader who just months ago wasthreatening your country? With lots of elaborate pomp and a series ofsymbolic rituals. 8h ago. Share this with Facebook ?? Share this with Twitter?? Share this with Messenger ?? Share this with Messenger ?? Share this withEmail; Share.,positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.7506}",0.7506,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.9344}",0.9344,positive,positive
28/04/2018,Peru Unearths Evidence of Ancient Mass Child Sacrifice Ritual,teleSUR tv HTTPS (press release) (blog),"The National Geographic team of experts, led by Peruvian explorer GabrielPrieto, reports that the children were aged between eight and 12 and buriedfacing the sea, while the llamas were all less than 18 months old and facedthe Andes. ""It is ritual killing, and it's very systematic,"" said JohnVerano, ...",negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.6597}",-0.6597,positive,negative
05/05/2018,This May Day ritual will give you a much-needed dose of love magic,HelloGiggles,"Even though your May Day might look different from others' depending onwhere you are in the world, everyone's May Day is connected at theritualistic pagan root. The holiday was originally celebrated by the ancientCelts in the British Isles, according to History.com, and was calledBeltane.",positive,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",0.6369,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.7506}",0.7506,positive,positive
05/05/2018,"Sex, Money, Ritual Murder: See Black-Metal Act Imperial Triumphant's Grim",New Video,"Revolver MagazineLike a cross between Deathspell Omega and Taxi Driver, shrouded abstractblack-metal trio Imperial Triumphant are proud to reveal their new video for""Swarming Opulence."" The lush video, courtesy of Brendan McGowan, shows theseedy underbelly of NYC and just what money can buy ?? whether ...",negative,"{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.8555}",-0.8555,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.8541}",0.8541,negative,positive
05/05/2018,"I Tried YogaGlo's ""Women's Moon Circle"" Ritual To Celebrate The Pink Moon &",It Was Magical,"Elite DailyWith so much transformative energy surrounding us, I knew I wanted to makethe most of this full moon, so I tried YogaGlo's ""Women's Moon Circle""ritual to harness all that lunar magic and take those spiritual vibes to thenext level. If you've never heard of YogaGlo, it's an online yoga andmeditation ...",positive,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}",0.5719,"{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.3321}",0.3321,positive,positive
12/05/2018,Mother-of-six is found dead with pentagrams carved into her hands following 'satanic ritual' after ...,Daily Mail,"A mother-of-six has been found murdered in southern Honduras after whatappears to have been a satanic ritual. Gloria Liceth Izaguirre Torres, 42,...",negative,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.6486}",-0.6486,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.6597}",-0.6597,negative,negative
12/05/2018,WATCH | 'Her heart was missing': Cop still believes Karabo Mokoena's death a 'ritual murder',Times LIVE,The lead investigator in the Karabo Mokoena case is still convinced thatthe young woman was murdered as part of a ritual killing ?? and has revealed...,negative,"{'neg': 0.415, 'neu': 0.423, 'pos': 0.162, 'compound': -0.765}",-0.765,"{'neg': 0.263, 'neu': 0.66, 'pos': 0.077, 'compound': -0.8156}",-0.8156,negative,negative
12/05/2018,Near death in Zambezi 'ritual' bath. . . Naked woman clings to tree for survival,Chronicle,A ??RITUAL?? bath in the flooded Zambezi River nearly ended in tragedy for a29-year-old Victoria Falls woman after she was swept away by its rising ...,negative,"{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.5994}",-0.5994,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.7476}",-0.7476,negative,negative
12/05/2018,Druid witch stabbed by neighbour angry at his noisy pagan rituals,Telegraph.co.uk,They had complained to the park owners about the rituals but had neverspoken directly to Mr Bennett until the evening of November 4 last year.,negative,"{'neg': 0.598, 'neu': 0.402, 'pos': 0.0, 'compound': -0.8555}",-0.8555,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.2144}",-0.2144,negative,negative
12/05/2018,Karabo 'victim of ritual killing',HeraldLIVE,The lead investigator in the Karabo Mokoena case is still convinced thatshe was murdered as part of a ritual killing ?? and has revealed that 60% ofher ...,negative,"{'neg': 0.684, 'neu': 0.316, 'pos': 0.0, 'compound': -0.7579}",-0.7579,"{'neg': 0.249, 'neu': 0.678, 'pos': 0.073, 'compound': -0.8156}",-0.8156,negative,negative
19/05/2018,There will be blood: Earliest evidence of ritual vengeance found near,Jerusalem,"The Times of IsraelFound in a cave outside capital, millennium-old skull cracked in two by asword, and two bones from the palm of a hand, point to ancient roots of ...",negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.4939}",0.4939,positive,positive
19/05/2018,A Pleasure-Packed Ritual To Ring In The Taurus New Moon,mindbodygreen.com,Were you able to fully receive the pleasure through this ritual? You cankeep practicing throughout this next moon cycle. Try to use this exercise asan ...,positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.6077}",0.6077,positive,positive
19/05/2018,"5-Year-Old Albino Girl Abducted, Beheaded in What Police Fear Was 'Ritual'",Killing,NewsweekPolice suspect the early morning killing may have been a ritual murder dueto the girl's rare genetic condition. The AFP said the mother of Djeneba ...,negative,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.7579}",-0.7579,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.9062}",-0.9062,negative,negative
19/05/2018,Outcry in Mali after albino child beheaded in 'ritual' murder,The Nation,"BAMAKO-Armed men abducted and beheaded a five-year-old albino girl in Maliat the weekend, police said, in what was feared to be a ritual murder ...",negative,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.8402}",-0.8402,"{'neg': 0.337, 'neu': 0.663, 'pos': 0.0, 'compound': -0.9042}",-0.9042,negative,negative
26/05/2018,This nightly orangutan ritual is very adorable,9News.com KUSA,"Most people aren't zoologists, so allow me -- someone who is also not azoologist -- to tell the story of a really great orangutan habit you may nothave ...",positive,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5413}",0.5413,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.7836}",0.7836,positive,positive
26/05/2018,"Body Parts Market Tied to Murder, Ritual Sacrifice",The Epoch Times,Editor's Note: This article contains graphic descriptions that some readersmay find disturbing. There is a billion-dollar market for human body parts...,negative,"{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.6908}",-0.6908,"{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative,negative
26/05/2018,Ritual delight: Taking a shower to cleanse your soul in Bali,Channel NewsAsia,"Follow our new CNA LIFESTYLE page on Facebook for more travel stories andvideos. BALI: Compact and dark brown with such kind eyes, the ...",positive,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}",0.5994,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5267}",0.5267,positive,positive
02/06/2018,These Flower Moon rituals will help you unleash your inner spring goddess,HelloGiggles,The full moon provides a wonderful opportunity to partake in a monthlyritual and focus on setting goals for the moon cycle ahead. In light of thearrival ...,positive,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.4019,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.7579}",0.7579,positive,positive
09/06/2018,56 Child Skeletons Found In Peru Believed To Be Part Of Ancient Ritual,Sacrifice,"The new MSN, Your customizable collection of the best in news, sports,entertainment, money, weather, travel, health, and lifestyle, combined with...",negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369,positive,positive
09/06/2018,Spirit Child: Ritual Killings in Ghana,Al Jazeera America,"No one knows the exact number of these ritual deaths across Ghana, Benin,Burkina Faso and parts of Nigeria, but some believe it could be in the ...",negative,"{'neg': 0.441, 'neu': 0.392, 'pos': 0.167, 'compound': -0.5859}",-0.5859,"{'neg': 0.058, 'neu': 0.901, 'pos': 0.041, 'compound': -0.1154}",-0.1154,negative,negative
23/06/2018,Ghana's first money ritual church emerges,GhanaWeb,"Already, MyNewsGH.com is told the church has been filled up by people, old,young men, women and children all rushing for the 'ritual prosperity' ...",negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
23/06/2018,"Police arrest Kogi pastor, 2 others for beheading sex hawker for ritual",Daily Post Nigeria,"The Kogi State Police Command has confirmed the arrest of a clergy manidentified as Pastor Segun Otaru, of the Celestine Church, Ozuri, Adavilocal ...",negative,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",-0.34,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.34}",-0.34,negative,negative
30/06/2018,Aztec human sacrifice ritual DISCOVERED: Hundreds of humans skulls found in,Mexico,Express.co.ukResearchers at the Mexican National Institute of Anthropology and History(INAH) made the startling discovery in the heart of Mexico City.,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.6705}",0.6705,positive,positive
30/06/2018,"Slaughtering of baby goat might have been part of satanic ritual, according to report",Turn to 10,"The slaughter of a baby goat in Massachusetts might have been part of asatanic ritual on the Summer Solstice, according to reports. WCVB reported...",negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
14/07/2018,"Death of 11 family members in India may be ritual 'mass suicide', police say",Stuff.co.nz,"India Police next the house where 11 bodies were found in Burari village,north Delhi on Sunday. They are investigating the possibility the family ...",negative,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.8555}",-0.8555,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,negative,positive
14/07/2018,Doctors discover 10 needles lodged in BABY after 'black magic ritual',Daily Star,Doctors discover 10 needles lodged in BABY after 'black magic ritual' ...it is likely that the baby was involved in some kind of black magic ritual.CEN.,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
14/07/2018,The Morning Happiness Ritual That Will Make You Flourish and Thrive,Unknown,"The search for purpose, happiness and meaning is uniquely human. And thereis is a happiness ritual that I discovered that can help with that journey.",positive,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}",0.5574,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.872}",0.872,positive,positive
21/07/2018,How I escaped the slaughter-slab of Kano ritual killers by 'whiskers' ??,Bauchi Secondary School ...,"VanguardA 17 year-old Secondary Student in Bauchi, Salihu Yahaya, on Fridaynarrated how he narrowly escaped the 'slaughter slab' of ritual killers inKano.",negative,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.6868}",-0.6868,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.6486}",-0.6486,negative,negative
21/07/2018,9 Daily Rituals to Boost Your Performance at Work (Infographic),Entrepreneur,"Some rituals might seem like nonsense, but it turns out, they can behelpful when it comes to productivity and job performance. Studies haveshown ...",positive,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,"{'neg': 0.072, 'neu': 0.859, 'pos': 0.068, 'compound': -0.0258}",-0.0258,positive,negative
21/07/2018,Dana Milbank: The ritual humiliation of Peter Strzok,Salt Lake Tribune,"The purpose of interrogating Strzok for 10 hours Thursday (after 11 hoursin a private session) was clear: ritual humiliation. In fairness, the vast...",negative,"{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.5719}",-0.5719,"{'neg': 0.136, 'neu': 0.769, 'pos': 0.095, 'compound': -0.2732}",-0.2732,negative,negative
28/07/2018,Most girls in Somalia experience genital mutilation. The ritual just killed a 10-year-old.,Washington Post,"In 2012, Somalia introduced a new constitution that was supposed to banfemale genital mutilation. But a few years later, there had been little ...",negative,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.6705}",-0.6705,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,negative,positive
04/08/2018,These Blood Moon Eclipse Rituals Will Help You Create A Future Full Of Love & Light,Elite Daily,"This lunar event wants you to take a long look at the promising future youhave ahead of you, and these blood moon eclipse rituals will help guide all...",positive,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8402}",0.8402,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6597}",0.6597,positive,positive
04/08/2018,Maya ritual in Xcunya to honor Mother Earth and healing plants,The Yucatan Times,The participants had the chance to share the knowledge and experience ofthe Maya X'men (shamans) that performed the rituals of gratitude to mother...,positive,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.4939,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.7579}",0.7579,positive,positive
04/08/2018,BLOODY MURDER vs RITUAL SACRIFICE,Daily Telegraph (blog),"During the early 1990s in the UK, the News Corp-owned London Times cut itscover price in a bid to achieve a sales advantage over rival broadsheet ...",negative,"{'neg': 0.751, 'neu': 0.249, 'pos': 0.0, 'compound': -0.8769}",-0.8769,"{'neg': 0.072, 'neu': 0.859, 'pos': 0.069, 'compound': -0.0258}",-0.0258,negative,negative
11/08/2018,This Russian ritual keeps your domestic demons from following you on vacation,Quartz,"??Sidet' na chemodanakh?? or ??sitting on suitcases?? is an ancient custom thatwill be a familiar ritual to anyone who grew up in Russia, a former Soviet...",positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive,positive
11/08/2018,Woman found dead after sleeping inside coffin in 'spiritual ritual',The Star Online,"Police believe the woman participated in a religious ritual aimed atbringing good fortune by ??getting rid of the bad spirits,?? along with twoother female ...",negative,"{'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.6486}",-0.6486,"{'neg': 0.147, 'neu': 0.758, 'pos': 0.096, 'compound': -0.3736}",-0.3736,negative,negative
18/08/2018,"Four Are Killed in New Brunswick, and Canada Repeats a Sad Ritual",New York Times,"In what has started to feel like a Canadian ritual, flags were lowered tohalf-staff, tributes flooded in on social media and mourners createdmakeshift ...",negative,"{'neg': 0.432, 'neu': 0.568, 'pos': 0.0, 'compound': -0.8225}",-0.8225,"{'neg': 0.155, 'neu': 0.755, 'pos': 0.09, 'compound': -0.2023}",-0.2023,negative,negative
25/08/2018,Three-year-old found at squalid desert hideout died in 'demonic' ritual,Telegraph.co.uk,"A three-year-old boy found buried at a New Mexico desert compound died in aritual to ""cast out demonic spirits,"" but his extended family believed he...",negative,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}",-0.5574,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative,negative
25/08/2018,Horrifying moment Malawian ritual killers explain how they crack open kids' skulls and remove their ...,The Sun,"TWO black magic killers have been recorded offering to behead a child,crack open their skull and remove their brain to bring business success toan ...",negative,"{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.8402}",-0.8402,"{'neg': 0.139, 'neu': 0.742, 'pos': 0.119, 'compound': -0.1531}",-0.1531,negative,negative
01/09/2018,British teenager died after drinking hallucinogenic herbs in Colombian tribal ritual,Sky News,Mr Miller's parents have warned of the dangers of British travellers takingpart in tribal rituals after their son's death. His father David said hisson told ...,negative,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.5574}",-0.5574,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.8481}",-0.8481,negative,negative
15/09/2018,"Alfa told me to bring human heart, hands for money ritual ?? Suspect confesses",Daily Post Nigeria,"62-year-old herbalist, Ganiyu Idowu, on Thursday alleged that an Islamiccleric, Bamigbola Edun, aka Alfa asked him to get a human heart and two ...",negative,"{'neg': 0.117, 'neu': 0.64, 'pos': 0.243, 'compound': 0.5204}",0.5204,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6369}",0.6369,positive,positive
